email,fname,lname,country,address1,address2,city,stateregion,zipcode,phonenum,bfname,blname,bcontry,baddress1,baddress2,bcity,bstateregion,bzipcode,bphne,cardname,cardtype,cardnumber,cardcvv,expiresmonth,expiresyear,errormessage,,idsemail,fname,lname,country,address1,address2,city,stateregion,zipcode,phonenum,bfname,blname,bcontry,baddress1,baddress2,bcity,bstateregion,bzipcode,bphne,cardname,cardtype,cardnumber,cardcvv,expiresmonth,expiresyear,errormessage,,ids
test123@gmail.com,test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,Test,Visa,4205260000000005,123,02 - February,2019,First Name is mandatory.,,CC-checkoutAddressBook-bfirstname-error
test123@gmail.com,test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,test1ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddds,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,Test,Visa,4205260000000005,123,02 - February,2019,Invalid entry. Please do not exceed the maximum of 60 characters.,,CC-checkoutAddressBook-bfirstname-error
test123@gmail.com,test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,test,,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,Test,Visa,4205260000000005,123,02 - February,2019,Last Name is mandatory.,,CC-checkoutAddressBook-blastname-error
test123@gmail.com,test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,test1,!@#$%^&*()(*&^%$#@!@#$ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd%^&*,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,Test,Visa,4205260000000005,123,02 - February,2019,Invalid entry. Please do not exceed the maximum of 60 characters.,,CC-checkoutAddressBook-blastname-error
test123@gmail.com,test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,test,test1,United States,,STE 102,Wasilla,Alaska,99654,9073528300,Test,Visa,4205260000000005,123,02 - February,2019,Address Line 1 is mandatory.,,CC-checkoutAddressBook-baddress1-error
test123@gmail.com,test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,Test,test1,United States,851 E USA CIR,STE 102,,Alaska,99654,9073528300,Test,Visa,4205260000000005,123,02 - February,2019,City is mandatory.,,CC-checkoutAddressBook-bcity-error
test123@gmail.com,test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,Test,test1,United States,851 E USA CIR,STE 102,dkjfasdkjfsdkfadskfhadshfkadshfkadshfkhadskfhasdkhfadsk,Alaska,99654,9073528300,Test,Visa,4205260000000005,123,02 - February,2019,Invalid entry. Please do not exceed the maximum of 50 characters.,,CC-checkoutAddressBook-bcity-error
test123@gmail.com,test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,Test,test1,United States,851 E USA CIR,STE 102,!@#$)(*&^%$#$%^&*(&^%$#@$%^&*(&^%$#@$%^&*(*&^%$#$%^&*(&^%$#@$%^&*(&^%$#@%^&*()(*&^%$#@!@#$%^&*,Alaska,99654,9073528300,Test,Visa,4205260000000005,123,02 - February,2019,Invalid entry. Please do not exceed the maximum of 50 characters.,,CC-checkoutAddressBook-bcity-error
test123@gmail.com,test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,Test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,,9073528300,Test,Visa,4205260000000005,123,02 - February,2019,Zip/Postal Code is mandatory.,,CC-checkoutAddressBook-bzipcode-error
test123@gmail.com,test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,Test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,9,9073528300,Test,Visa,4205260000000005,123,02 - February,2019,Invalid entry. Please enter a valid zip/postal code.,,CC-checkoutAddressBook-bzipcode-error
test123@gmail.com,test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,Test,Data,United States,851 E USA CIR,STE 102,WASILLA,Alaska,99654,9073528300,Test,Visa,4205260000000005,123,02 - February,2019,State is mandatory.,,CC-checkoutAddressBook-bstate-error
test123@gmail.com,test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,99654,9073528300,Test,test1,United States,851 E USA CIR,STE 102,Wasilla,Alaska,996546667676777,9073528300,Test,Visa,4205260000000005,123,02 - February,2019,Invalid entry. Please do not exceed the maximum of 10 characters.,,CC-checkoutAddressBook-bzipcode-error
test123@gmail.com,Test,Data,United States,851 E USA CIR,STE 102,WASILLA,Alaska,99654,9073528300,Test,Data,United States,851 E USA CIR,STE 102,WASILLA,Alaska,99654,9073528300,Data,Visa,4001270000000000,4,02 - February,2019,Invalid entry. Please enter a minimum of 3 characters.,,CC-checkoutPaymentDetails-cardCVV-error
test123@gmail.com,Test,Data,United States,851 E USA CIR,STE 102,WASILLA,Alaska,99654,9073528300,Test,Data,United States,851 E USA CIR,STE 102,WASILLA,Alaska,99654,9073528300,Data,Mastercard,5405010100000016,4,02 - February,2019,Invalid entry. Please enter a minimum of 3 characters.,,CC-checkoutPaymentDetails-cardCVV-error
